QUEST_20150317_000001	請選擇使用者需要任務更新.
QUEST_20150714_002060	It's good news for our the civilians at least. Despite the town being conceded, the Fortress will not be taken as easily.
QUEST_20150714_002061	King Kadumel is keen on persecuting the townspeople and burning the Great Earth Fortress.{nl} The premier is pushing General Ruklys to negotiate terms ensuring that the civilians are safe from enemy forces.
QUEST_20150714_002062	Despite the royal forces occupying the town, there has yet to be any threatening movement. {nl}What's going to happen to us…
QUEST_20150714_002063	As promised, I will cast magic on you that will protect you from Petrified Frosts. {nl}But if you leave this region, this magic won't be as effective so be careful.
QUEST_20150714_002064	There has been no progress since Ruklys' group retreated to the Great Earth Fortress. {nl}The priests under Maven's direction are reluctant to fight, and the King is hiring mages by paying them a hefty sum.
QUEST_20150714_002065	But we expect little to no progress at all even after their participation.
QUEST_20150714_002066	How could this happen?! {nl}Lydia Schaffen is aiding Kadumel's forces!
QUEST_20150714_002067	Lydia Schaffen, a person I've only heard of in rumors, came to the city with her followers. {nl}The officers and soldiers expect she'll change the tide of the battle. {nl}His Majesty ordered us to support her to the best of our ability.
QUEST_20150714_002068	{memo X}
QUEST_20150714_002069	Propaganda of the Kingdom
QUEST_20150714_002070	Surrender by throwing away your weapons.{nl}It is indeed your fault that you've created the Great Earth Fortress to stand against the kingdom, but the merciful King Kadumel will spare you.
QUEST_20150714_002071	Only Premier Eminent, the prime minister of the great kingdom will forgive your treason. {nl}Surrender. You've been misled by the criminal, Ruklys.
QUEST_20150714_002072	Hurray to the great kingdom soldiers! {nl}Hurray to the Great Premier Eminent!
QUEST_20150714_002073	Even Lydia Schaffen, friend of Ruklys, turned to the side of kingdom soldiers. {nl}No one will stand on your side. {nl}With your hands, collapse The Great Earth Fortress, the proof of your treason, and wave the white flag. {nl}Faithful Premier Eminent shall forgive all.
QUEST_20150714_002074	Are you going to die with Ruklys who misled you with malicious tricks to create The Great Earth Fortress to stand against the kingdom? {nl}Or live a new life by serving the king until the end by following the way of Premier Eminent who protected the kingdom from the rebellion?
QUEST_20150714_002075	The Records of Rebel Forces
QUEST_20150714_002076	As I was retreating from kingdom soldiers, I encountered many demons. {nl}It doesn't make sense. Where did they come from?
QUEST_20150714_002077	{memo X}
QUEST_20150714_002078	Those kingdom soldiers! Especially that Premier Eminent! They're no different from demons. {nl}Even the 女神es would not forgive them.
QUEST_20150714_002079	I don't want to die. {nl}We were just following the 女神es' words. {nl}Everyone is killing each other in the names of the 女神es. {nl}Who has deceived us? {nl}
QUEST_20150714_002080	Kingdom Military Recruit Propaganda
QUEST_20150714_002081	Kingdom Military needs competent people like you! {nl}Loyalty to the kingdom! To victory and a brighter future!
QUEST_20150714_002082	Swear loyalty to Kingdom Military and become a new person. {nl}The 女神es protect our armies.
QUEST_20150714_002083	Life and death… which one would you choose? {nl}The only way to survive is to swear loyalty to the kingdom!
QUEST_20150714_002084	Don't forget that we won 600 years ago. {nl}Join the military. You sins can be forgiven.
QUEST_20150714_002085	Please move with us if possible. {nl}There's been a number of monster sightings near here.
QUEST_20150714_002086	The supplies should be here soon… {nl}Are they going to be late again?
QUEST_20150714_002087	You will need various tools when traveling. {nl}It's better to buy them in advance.
QUEST_20150714_002088	女神 Laima… Actually, I don't know her that well. No one does, except for her priests. {nl}I heard she's the 女神 of Destiny and Forecasts, but she has not once appeared before us.
QUEST_20150714_002089	I just remembered something while I was talking to you. {nl}Maybe 女神 Laima knew everything about the disaster beforehand.
QUEST_20150714_002090	I pray to 女神 Gabija everyday. It keeps the house warm. {nl}As you may already know, 女神 Gabija controls fire and since I'm a housewife, I am close to fire as well.
QUEST_20150714_002091	If you cleverly use the dry air that forms around areas of severe cold, you'd be able to freeze any object even in a desert. {nl}However, if you can't receive the blessing from the 女神, it won't be possible to make that kind of air.
QUEST_20150714_002092	導師他自己的記錄
QUEST_20150714_002093	I've studied magic for a long time as a sorcerer. {nl}From the process, the advancement of sorcery can't be explained without relating with demons, and since they've fought against the 女神es, the field has been widened to the study of the 女神es as well.
QUEST_20150714_002094	While I was doing that, I learned of the field of accumulation. {nl}It's an empty field. The theory of the beginning and the end is a fantastic library at the boundary of transcendency, all for one purpose.
QUEST_20150714_002095	The Records about Disciple Laius
QUEST_20150714_002096	{memo X}
QUEST_20150714_002097	Despite that, Laius is a disciple I acknowledge. {nl}His passion towards me and knowledge is just being expressed in a wrong way.
QUEST_20150714_002098	I hope Laius realizes this himself. {nl}Since he is my disciple, I believe he can do it.
QUEST_20150714_002099	The Records about Disciple Hones
QUEST_20150714_002100	{memo X}
QUEST_20150714_002101	Hones, who is one of them, is lacking in scholarly intelligence. However, I am sure his faithfulness and efforts will help him follow my teachings.
QUEST_20150714_002102	隱藏物體的記錄
QUEST_20150714_002103	{memo X}
QUEST_20150714_002104	{memo X}
QUEST_20150714_002105	遺產導師
QUEST_20150714_002106	As the priests and theologians know, 女神 Vibora is in charge of the library where all records of the world are stored. {nl}I was able to check several records in that fantastic library after the research and long studying I can't tell anyone about at the moment. {nl}
QUEST_20150714_002107	From the many records of the 女神, I was only able to see a few. {nl}Nevertheless, the fact that I checked the existence of the records with the important facts was astonishing. {nl}
QUEST_20150714_002108	The record which I can use to find the whereabouts of all the 女神es… {nl}If one had such secret information, it would be possible to predict the 女神es' future locations by analyzing what they did in the past. {nl}Because of that, their future plans may be disturbed or put at risk. {nl}
QUEST_20150714_002109	This is more dangerous because, if the demons find out the truth, their desire for the library will grow {nl}and, if they do acquire that knowledge, the world will be swallowed by evil. That's why - {nl}
QUEST_20150714_002110	(The rest is blurred and unreadable.)
QUEST_20150714_002111	Disciple Hones's Memo
QUEST_20150714_002112	如果你想找到導師的研究, you have to find three spatial magic stones and activate the fusion device.
QUEST_20150714_002113	The Spatial Magic Gem of Contract is at the reception room. {nl}The monsters probably have the fragments. {nl}Collect all the fragments of the magical stones and go to the preserved magic field in the Grave of the Saints to restore them.
QUEST_20150714_002114	The Spatial Magic Gem of Offer is with the Templeshooter. {nl}The Wisdom Guiding Stone will help you find the hidden Templeshooter.
QUEST_20150714_002115	The Spatial Magic Gem of Promise can be found in Siaura Mine. {nl}Use the Soul Crystal on the monsters first to collect their Condensed Spite. {nl}With that, destroy the stones in Siaura Mine. {nl}Black Chasers will pursue from behind, avoid them and go to the end of the mine to find the magic gem.
QUEST_20150714_002116	When you find all three spatial magic gems, go to the fusion device again and place the magic gems there. {nl}The path to the 導師's research will then open at the Laudi Tower.
QUEST_20150714_002117	精神
QUEST_20150714_002118	Please… save us from this horrible contract… {nl}Remove us from this… Contract of Enunciation…
QUEST_20150714_002119	The Contract of Enunciation… {nl} we'll vanish if we speak… I have no regrets…
QUEST_20150714_002120	Eternal imprisonment… from the restraints of the contract… {nl}Break… the Pot of Silence…
QUEST_20150714_002121	The Pot of Silence is at Memum Corridor… {nl}I'm so… exhausted…
QUEST_20150714_002122	從哪開始…
QUEST_20150714_002123	I was a disciple of Agailla Flurry when I was alive. {nl}I didn't have any magical abilities so I couldn't use magic.
QUEST_20150714_002124	That's why I survived Helgasercle's wrath. {nl}He must've thought he didn't have to kill me since I wasn't able to use magic.
QUEST_20150714_002125	I am confident I am better when it comes to theories than other disciples… {nl}That's why I studied magic. And in my studies, I learned of the magic stone of interaction.
QUEST_20150714_002126	I came here when Helgasercle attacked the Mage Tower. {nl}I thought that if I could use the magic stone of interaction, I'd be able to use magic.
QUEST_20150714_002127	But, Archon drove me away from the Mage Tower. Due to this disturbance, the magic stone activated defensive magic, linking my and Archon's spirit to each other.
QUEST_20150714_002128	As a result, Archon was sealed and my body disappeared without a trace. {nl}We became shackled to each other.
QUEST_20150714_002129	I've been tied here for hundreds of years… {nl}Since I can't do anything with my astral body.
QUEST_20150714_002130	The bigger problem is that Archon was released as well. {nl}I lost the body, but Archon, who is a demon, is still alive.
QUEST_20150714_002131	紀念石
QUEST_20150714_002132	By avoiding the eyes of Helgasercle, I was able to come here to continue my research. {nl}I needed to find a way. A way to reduce the power of demons and increase that magical power.
QUEST_20150714_002133	By my name, Balryus, the one who walks the way of Linker, I swear that I will not surrender to the demons.
QUEST_20150714_002134	I've made many magical tools, but I wasn't able to repel the attacks of the demons. {nl}Without checking out the result, I close my eyes.
QUEST_20150714_002135	The Records of Investigation
QUEST_20150714_002136	The basics of Linker Magic are to find the common factors in each others' spirits. {nl}So it is impossible if the acceptor does not possess any magical abilities or bases. {nl}
