SKILL_20150317_000001	攻擊
SKILL_20150401_003287	{memo X}{#DD5500}{ol}[物理] - [刺擊]{/}{/}{nl}Continuously 攻擊 enemy with sword. 增加 critical rate, no. of 打擊 are different each time.
SKILL_20150401_003288	{memo X}攻擊 #{SkillAtkAdd}#{nl}Hit 1~4 times{nl}Critical rate #{CaptionRatio}#%
SKILL_20150401_003289	{memo X}{#DD5500}{ol}[物理] - [刺擊]{/}{/}{nl}Shoot arrows that cause enemy to Bleed.
SKILL_20150401_003290	{memo X}攻擊 #{SkillAtkAdd}#{nl}Bleeding 傷害 #{CaptionRatio}#{nl}Bleed Duration #{CaptionTime}# seconds{nl}Use 1 Broadhead Arrow
SKILL_20150401_003291	{memo X}{#DD5500}{ol}[物理] - [刺擊]{/}{/}{nl}Shoot arrow that decrease target's 防禦 and removes its shield.
SKILL_20150401_003292	{memo X}攻擊 #{SkillAtkAdd}#{nl}物理 防禦 - 30%{nl}Use 1 錐箭 Arrow
SKILL_20150401_003293	{memo X}{#DD5500}{ol}[物理] - [刺擊]{/}{/}{nl}Shoot barbs. No. of 打擊 are different for each 防禦 type.
SKILL_20150401_003294	{memo X}攻擊 #{SkillAtkAdd}#{nl}Cloth armor 1 hit{nl}Leather armor 2 hits{nl}Plate armor 3 hits{nl}Ghost armor N/A{nl}Use 1 荊棘箭
SKILL_20150401_003295	{memo X}{#DD5500}{ol}[物理] - [刺擊]{/}{/}{nl}Using this 攻擊 to kill enemy will shoot arrow that explosed in cross.
SKILL_20150401_003296	{memo X}攻擊 #{SkillAtkAdd}#{nl}Explosion 攻擊 #{CaptionRatio}#%{nl}Use1 冰雹術 Mary Arrow
SKILL_20150401_003297	{memo X}{#DD5500}{ol}[物理] - [打擊]{/}{/}{nl}Shoot quick 火 at enemies.
SKILL_20150401_003298	{memo X}{#DD5500}{ol}[物理] - [打擊]{/}{/}{nl}Shoot forward while moving back.
SKILL_20150401_003299	{memo X}{#DD5500}{ol}[物理] - [打擊]{/}{/}{nl}Quickly move towards target and 火 shots.
SKILL_20150401_003300	{memo X}攻擊 #{SkillAtkAdd}#{nl}Can use while 騎乘
SKILL_20150401_003301	退射
SKILL_20150401_003302	{memo X}{#DD5500}{ol}[物理] - [打擊]{/}{/}{nl}Shoot opposite the direction you move.
SKILL_20150401_003303	Erase sign to remove monsters' threat and is not attacked first by monsters.
SKILL_20150401_003304	Create 守護者 Saint 魔法 circle. Target receives 傷害 instead of skill caster.
SKILL_20150401_003305	{memo X}守護者 Saint Duration #{CaptionTime}#seconds{nl}魔法 Circle Duration #{CaptionRatio}# seconds
SKILL_20150401_003306	{memo X}攻擊 #{SkillAtkAdd}#{nl}防禦 + #{CaptionRatio}# {nl}Target 10{nl}Duration #{CaptionRatio2}# seconds{nl}Use 1 Holy water
SKILL_20150401_003307	{memo X}Additional 傷害 +#{CaptionRatio}#{nl}攻擊 #{CaptionRatio2}#times{nl}Duration 30seconds{nl}Use 1 Holy Powder
SKILL_20150401_003308	聖屬性 攻擊: +#{CaptionRatio}#{nl}Additional 傷害: +#{CaptionRatio2}#{nl}Duration: #{CaptionTime}# seconds{nl}Consumes 1 Gyslotis
SKILL_20150401_003309	Prevents you from becoming Incapable of Combat once.
SKILL_20150401_003310	HP Recovery: #{CaptionRatio}#%{nl}Invincible for #{CaptionRatio2}# seconds{nl}Duration: #{CaptionTime}# seconds
SKILL_20150401_003311	{memo X}{#993399}{ol}[魔法] - [Holy]{/}{/}{nl}Create 魔法 circle with holy power. Enemy is 傷害d when and after entering the circle.
SKILL_20150401_003312	{memo X}攻擊 #{SkillAtkAdd}#{nl}Divine 傷害 #{CaptionRatio}#{nl}Duration #{CaptionTime}# seconds
SKILL_20150401_003313	{memo X}Can warp #{CaptionRatio}# times{nl}Goddess Statue duration 30 seconds{nl}Use 3 Oak wood
SKILL_20150401_003314	{memo X}SP - #{CaptionRatio}# {nl}Goddess Statue duration 30 seconds{nl}Use 5 Pine woods
SKILL_20150401_003315	{memo X}Splash + #{CaptionRatio}# {nl}Goddess Statue duration 30 seconds{nl}Use 5 cedar wood
SKILL_20150401_003316	{memo X}攻擊 #{SkillAtkAdd}#{nl}Block #{CaptionRatio}# times{nl}Duration #{CaptionTime}# seconds{nl}Use 2 Oak wood
SKILL_20150401_003317	{memo X}Statue Duration #{CaptionRatio}# seconds{nl}Use #{CaptionRatio2}# ash woods
SKILL_20150401_003318	{memo X}{#DD5500}{ol}[物理] - [打擊]{/}{/}{nl}Push away enemiesand cause 傷害 to nearby enemies.
SKILL_20150401_003319	{memo X}攻擊 #{SkillAtkAdd}#{nl}Long range projectile, can't defend 魔法
SKILL_20150401_003320	{memo X}{#DD5500}{ol}[物理] - [打擊]{/}{/}{nl}Punch target tw冰.
SKILL_20150401_003321	{memo X}{#DD5500}{ol}[物理] - [打擊]{/}{/}{nl}Use palm to push away enemy.
SKILL_20150401_003322	{memo X}{#DD5500}{ol}[物理] - [打擊]{/}{/}{nl}Use 觀音掌 to smack down enemy.
SKILL_20150401_003323	{memo X}{#DD5500}{ol}[物理] - [打擊]{/}{/}{nl}Shortly stretch hands to push away target and exhause target's SP. Target temporarily received continuous 傷害.
SKILL_20150401_003324	{memo X}{#DD5500}{ol}[物理] - [打擊]{/}{/}{nl}Gather force and shoot forward. Target hit is pushed back and receives 傷害.
SKILL_20150401_003325	{memo X}打擊 傷害 30%~50%{nl}Consume #{CaptionRatio}# SP per 0.5 seconds
SKILL_20150401_003326	{memo X}{#DD5500}{ol}[物理] - [打擊]{/}{/}{nl}Throw coin to 攻擊 enemy. Max SP of target decrease temporarily.
SKILL_20150401_003327	{memo X}攻擊 #{SkillAtkAdd}#{nl}Duration #{CaptionRatio}# seconds{nl}Use #{CaptionRatio2}# silver
SKILL_20150401_003328	{memo X}Temporarily 防禦 against 傷害.
SKILL_20150401_003329	{memo X}Long range projectile, can defend 魔法
SKILL_20150401_003330	{memo X}Make a despeller that can block harmful 魔法 and effects.
SKILL_20150401_003331	Activate to defend automati呼喚y{nl}Use 1 despeller after 防禦
SKILL_20150401_003332	{memo X}Make part of your skills into scrolls.
SKILL_20150401_003333	Scrolls disappear after use.
SKILL_20150401_003334	{memo X}Open shop for giving usefull effects of your skill to other players.
SKILL_20150401_003335	Can register skill that use item
SKILL_20150401_003336	{memo X}治療s target and party members.
SKILL_20150401_003337	{memo X}治療 Party members{nl}治療 #{CaptionRatio}# players in front
SKILL_20150401_003338	{memo X}Open shop to buy-in items from other players.
SKILL_20150401_003339	{memo X}Remove target's harmful effects
SKILL_20150401_003340	Duration: +#{CaptionRatio}# seconds
SKILL_20150401_003341	{memo X}Control the monster in front.
SKILL_20150401_003342	Duration: #{CaptionRatio}# seconds
SKILL_20150401_003343	{memo X}{#993399}{ol}[魔法]{/}{/}{nl}攻擊 plants in specific area.
SKILL_20150401_003344	{memo X}攻擊: #{SkillAtkAdd}#{nl}Duration: #{CaptionRatio}# seconds
SKILL_20150401_003345	{memo X}變換讀入 into monster in front.
SKILL_20150401_003346	{memo X}Can use monster's skill
SKILL_20150401_003347	{memo X}變換讀入 into the monster last shap shifted
SKILL_20150401_003348	{memo X}Plants in target area protects allies.
SKILL_20150401_003349	{memo X}Plant grows in target area. Monsters within the target area temporarily becomes plant type monsters.
SKILL_20150401_003350	{memo X}#{CaptionRatio}# Pile of food{nl}Duration #{CaptionTime}# seconds
SKILL_20150401_003351	{memo X}Summon the monster somewhere in the map to right in front.
SKILL_20150401_003352	Summons #{CaptionRatio}# monsters
SKILL_20150401_003353	{memo X}Increase max. SP and STA of party members
SKILL_20150401_003354	{memo X}Max. SP,STA + #{CaptionRatio}#%{nl}Duration #{CaptionTime}# seconds
SKILL_20150401_003355	{memo X}轉換 the monster in fron to another monster.
SKILL_20150401_003356	Target 等級: -#{CaptionRatio}# ~ +#{CaptionRatio}#
SKILL_20150401_003357	{memo X}Preview item that the monster will drop
SKILL_20150401_003358	Applied instantly{nl}after using 重置{nl}Maximum 等級: 1
SKILL_20150401_003359	{memo X}Nulify all 魔法 effects around.
SKILL_20150401_003360	{memo X}Remove spell 魔法 circle{nl}Target #{CaptionRatio}#
SKILL_20150401_003361	{memo X}Show enemy's 攻擊 range for a while.
SKILL_20150401_003362	{memo X}轉換 item that the monster will drop.
SKILL_20150401_003363	{memo X}Chagen drop item
SKILL_20150401_003364	{memo X}Sentence death to target. Target dies after certain time.
SKILL_20150401_003365	Sentence Duration: #{CaptionRatio}# seconds
SKILL_20150401_003366	Hunting monster.
SKILL_20150401_003367	Combat abilities of the pirates increase. Become stronger when fever combo is activated.
SKILL_20150401_003368	INT 增加.
SKILL_20150401_003369	{memo X}攻擊 is applied continuously
SKILL_20150401_003370	Can use moving shot while running
SKILL_20150401_003371	Pillaging
SKILL_20150401_003372	HP 增加.
SKILL_20150401_003373	SP 增加.
SKILL_20150401_003374	HP recovery time decreases.
SKILL_20150401_003375	SP recovery time decreases.
SKILL_20150401_003376	重生: Two
SKILL_20150401_003377	{memo X}When enemies are killed with [重生], two monsters appear at rate of 1% per attribute 等級.
SKILL_20150401_003378	{memo X}劍柄敲打: 強化
SKILL_20150401_003379	{memo X}傷害 of [劍柄敲打] Increase per Attribute 等級.
SKILL_20150401_003380	{memo X}劍柄敲打: 強化 2
SKILL_20150401_003381	強化d the 傷害 of [劍柄敲打] to Swordsman's C3 standards.
SKILL_20150401_003382	{memo X}二重斬: 強化
SKILL_20150401_003383	{memo X}傷害 of [二重斬] Increase per Attribute 等級.
SKILL_20150401_003384	{memo X}蝶: 強化
SKILL_20150401_003385	{memo X}傷害 of [蝶] Increase per Attribute 等級.
SKILL_20150401_003386	{memo X}頭骨搖晃: 強化
SKILL_20150401_003387	{memo X}傷害 of [頭骨搖晃] Increase per Attribute 等級.
SKILL_20150401_003388	{memo X}頭骨搖晃: 強化 2
SKILL_20150401_003389	強化d the 傷害 of [頭骨搖晃] to Highlander's C3 standards.
SKILL_20150401_003390	{memo X}Spear Throw: 強化
SKILL_20150401_003391	{memo X}傷害 of [Spear Throw] Increase per Attribute 等級.
SKILL_20150401_003392	{memo X}踐踏: 強化 2
SKILL_20150401_003393	強化d the 傷害 of [踐踏] to Barbarian's C3 standards.
SKILL_20150401_003394	龍骨牽引: 強化
SKILL_20150401_003395	{memo X}傷害 of [龍骨牽引] Increase per Attribute 等級.
SKILL_20150401_003396	旋風斬: 強化
SKILL_20150401_003397	{memo X}傷害 of [旋風斬] Increase per Attribute 等級.
SKILL_20150401_003398	劍柄打擊: 強化
SKILL_20150401_003399	折磨: 強化
SKILL_20150401_003400	滾動雪球: 強化
SKILL_20150401_003401	{memo X}傷害 of [滾動雪球] Increase per Attribute 等級.
SKILL_20150401_003402	收集屍體: 強化
SKILL_20150401_003403	{memo X}傷害 of [收集屍體] Increase per Attribute 等級.
SKILL_20150401_003404	屍塊炮擊: 強化
SKILL_20150401_003405	{memo X}傷害 of [Flesh Canon] Increase per Attribute 等級.
SKILL_20150401_003406	屍塊炮擊: 強化 2
SKILL_20150401_003407	強化d the 傷害 of [屍塊炮擊] to Necromancer's C2 standards.
SKILL_20150401_003408	屍塊炮擊: 強化 3
SKILL_20150401_003409	強化d the 傷害 of [屍塊炮擊] to Necromancer's C3 standards.
SKILL_20150401_003410	屍環: 強化
SKILL_20150401_003411	{memo X}傷害 of [屍環] Increase per Attribute 等級.
SKILL_20150401_003412	屍環: 強化 2
SKILL_20150401_003413	強化d the 傷害 of [屍環] to Necromancer's C3 standards.
SKILL_20150401_003414	屍環: 強化 3
SKILL_20150401_003415	氧化: 強化
SKILL_20150401_003416	{memo X}傷害 of [氧化] Increase per Attribute 等級.
SKILL_20150401_003417	氧化: 強化 2
SKILL_20150401_003418	強化d the 傷害 of [氧化] to Alchemist's C2 standards.
SKILL_20150401_003419	氧化: 強化 3
SKILL_20150401_003420	強化d the 傷害 of [氧化] to Alchemist's C3 standards.
SKILL_20150401_003421	{memo X}Knockback Shot: 強化
SKILL_20150401_003422	{memo X}傷害 of [Knockback Shot] Increase per Attribute 等級.
SKILL_20150401_003423	{memo X}Knockback Shot: 強化 2
SKILL_20150401_003424	{memo X}傷害 of [Knockback Shot] is 強化d to Archer Circle 3.
SKILL_20150401_003425	{memo X}Dual Shot : 強化
SKILL_20150401_003426	{memo X}傷害 of [Dual Shot] Increase per Attribute 等級.
SKILL_20150401_003427	{memo X}Break Pavise: 強化
SKILL_20150401_003428	{memo X}傷害 of [Break Pavise] Increase per Attribute 等級.
SKILL_20150401_003429	{memo X}Break Pavise: 強化 2
SKILL_20150401_003430	{memo X}傷害 of [Break Pavise] is 強化d to Quarrel Shooter Circle 3.
SKILL_20150401_003431	{memo X}Crossbow Mosing Shot: 強化
SKILL_20150401_003432	{memo X}傷害 of [Crossbow Moving Shot] Increase per Attribute 等級.
SKILL_20150401_003433	鋼絲陷阱: 強化
SKILL_20150401_003434	{memo X}傷害 of [鋼絲陷阱] Increase per Attribute 等級.
SKILL_20150401_003435	人質炸彈: 強化
SKILL_20150401_003436	{memo X}傷害 of [人質炸彈] Increase per Attribute 等級.
SKILL_20150401_003437	人質炸彈: 強化 2
SKILL_20150401_003438	強化d the 傷害 of [人質炸彈] to Sapper's C3 standards.
SKILL_20150401_003439	仇殺: 強化
SKILL_20150401_003440	{memo X}傷害 of [仇殺] Increase per Attribute 等級.
SKILL_20150401_003441	仇殺: 強化 2
SKILL_20150401_003442	強化d the 傷害 of [仇殺] to Rogue's C3 standards.
SKILL_20150401_003443	{memo X}催淚彈: 強化
SKILL_20150401_003444	{memo X}傷害 of [催淚彈] Increase per Attribute 等級.
SKILL_20150401_003445	催淚彈: 強化 2
SKILL_20150401_003446	強化d the 傷害 of [催淚彈] to Rogue's C2 standards.
SKILL_20150401_003447	催淚彈: 強化 3
SKILL_20150401_003448	強化d the 傷害 of [催淚彈] to Rogue's C3 standards.
SKILL_20150401_003449	Backstab: 強化
SKILL_20150401_003450	{memo X}傷害 of [Baskstep] Increase per Attribute 等級.
SKILL_20150401_003451	Backstab: 強化 2
SKILL_20150401_003452	強化d the 傷害 of [Backstab] to Rogue's C2 standards.
SKILL_20150401_003453	Backstab: 強化 3
SKILL_20150401_003454	強化d the 傷害 of [Backstab] to Rogue's C3 standards.
SKILL_20150401_003455	Broadhead: 強化
SKILL_20150401_003456	{memo X}傷害 of [Broadhead] Increase per Attribute 等級.
SKILL_20150401_003457	Broadhead: 強化 2
SKILL_20150401_003458	強化d the 傷害 of [Broadhead] to Fletcher's C2 standards.
SKILL_20150401_003459	Broadhead: 強化 3
SKILL_20150401_003460	強化d the 傷害 of [Broadhead] to Fletcher's C3 standards.
SKILL_20150401_003461	錐箭: 強化
SKILL_20150401_003462	{memo X}傷害 of [錐箭] Increase per Attribute 等級.
SKILL_20150401_003463	錐箭: 強化 2
SKILL_20150401_003464	強化d the 傷害 of [錐箭] to Fletcher's C2 standards.
SKILL_20150401_003465	錐箭: 強化 3
SKILL_20150401_003466	強化d the 傷害 of [錐箭] to Fletcher's C3 standards.
SKILL_20150401_003467	荊棘箭: 強化
SKILL_20150401_003468	{memo X}傷害 of [荊棘箭e] Increase per Attribute 等級.
SKILL_20150401_003469	荊棘箭: 強化 2
SKILL_20150401_003470	強化d the 傷害 of [荊棘箭] to Fletcher's C2 standards.
SKILL_20150401_003471	荊棘箭: 強化 3
SKILL_20150401_003472	強化d the 傷害 of [荊棘箭] to Fletcher's C3 standards.
SKILL_20150401_003473	交叉火力: 強化
SKILL_20150401_003474	{memo X}傷害 of [交叉火力] Increase per Attribute 等級.
SKILL_20150401_003475	交叉火力: 強化 2
SKILL_20150401_003476	強化d the 傷害 of [交叉火力] to Fletcher's C2 standards.
SKILL_20150401_003477	交叉火力: 強化 3
SKILL_20150401_003478	強化d the 傷害 of [交叉火力] to Fletcher's C3 standards.
SKILL_20150401_003479	{memo X}魔法箭: 強化
SKILL_20150401_003480	{memo X}傷害 of [魔法箭] Increase per Attribute 等級.
SKILL_20150401_003481	{memo X}魔法箭: 強化 2
SKILL_20150401_003482	{memo X}傷害 of [魔法箭] is 強化d to Fletcher Circle 3.
SKILL_20150401_003483	收集屍體: 強化
SKILL_20150401_003484	{memo X}傷害 of [收集屍體] Increase per Attribute 等級.
SKILL_20150401_003485	集中火力: 強化
SKILL_20150401_003486	{memo X}傷害 of [集中火力] Increase per Attribute 等級.
SKILL_20150401_003487	躲避射擊: 強化
SKILL_20150401_003488	{memo X}傷害 of [躲避射擊] Increase per Attribute 等級.
SKILL_20150401_003489	騎射: 強化
SKILL_20150401_003490	{memo X}傷害 of [Remacon] Increase per Attribute 等級.
SKILL_20150401_003491	退射: 強化
SKILL_20150401_003492	{memo X}傷害 of [退射] Increase per Attribute 等級.
SKILL_20150401_003493	驅邪: 強化
SKILL_20150401_003494	{memo X}傷害 of [Exorsize] Increase per Attribute 等級.
SKILL_20150401_003495	鐵布衫: 強化
SKILL_20150401_003496	增加 the 傷害 of [鐵布衫] per attribute 等級.
SKILL_20150401_003497	雙鎖功: 強化
SKILL_20150401_003498	{memo X}傷害 of [雙鎖功] Increase per Attribute 等級.
SKILL_20150401_003499	雙鎖功: 強化 2
SKILL_20150401_003500	強化d the 傷害 of [雙鎖功] to Monk's C2 standards.
SKILL_20150401_003501	雙鎖功: 強化 3
SKILL_20150401_003502	強化d the 傷害 of [雙鎖功] to Monk's C3 standards.
SKILL_20150401_003503	鐵砂掌: 強化
SKILL_20150401_003504	{memo X}傷害 of [鐵砂掌] Increase per Attribute 等級.
SKILL_20150401_003505	鐵砂掌: 強化 2
SKILL_20150401_003506	強化d the 傷害 of [鐵砂掌] to Monk's C2 standards.
SKILL_20150401_003507	鐵砂掌: 強化 3
SKILL_20150401_003508	強化d the 傷害 of [鐵砂掌] to Monk's C3 standards.
SKILL_20150401_003509	觀音掌: 強化
SKILL_20150401_003510	{memo X}傷害 of [觀音掌] Increase per Attribute 等級.
SKILL_20150401_003511	觀音掌: 強化 2
SKILL_20150401_003512	強化d the 傷害 of [觀音掌] to Monk's C2 standards.
SKILL_20150401_003513	觀音掌: 強化 3
SKILL_20150401_003514	強化d the 傷害 of [觀音掌] to Monk's C3 standards.
SKILL_20150401_003515	寸勁: 強化
SKILL_20150401_003516	{memo X}傷害 of [寸勁] Increase per Attribute 等級.
SKILL_20150401_003517	寸勁: 強化 2
SKILL_20150401_003518	強化d the 傷害 of [寸勁] to Monk's C3 standards.
SKILL_20150401_003519	陽光手: 強化
SKILL_20150401_003520	{memo X}傷害 of [陽光手] Increase per Attribute 等級.
