
QUEST_LV_0100_20150317_000001	哨兵
QUEST_LV_0100_20150317_005405	Defeat the Necroventer out of control
QUEST_LV_0100_20150317_005406	Necroventer was summoned as a result of necromancing experiment. But it is out of control. Kill it before it causes too much harm. 
QUEST_LV_0100_20150317_005407	The experiment failed but you managed to defeat the Necroventer. Tell Drasius about it. 
QUEST_LV_0100_20150317_005408	Defeat Necroventer
QUEST_LV_0100_20150317_005409	Talk to the wandering soul
QUEST_LV_0100_20150317_005410	
QUEST_LV_0100_20150317_005411	Return the trophy of war
QUEST_LV_0100_20150317_005412	The wandering soul wants you to return the 獨角獸horn which was a trophy of war obtained by defeating the 獨角獸in 佩帝米安 to 佩帝米安 military official. Go find the military official. 
QUEST_LV_0100_20150317_005413	Talk to the girl
QUEST_LV_0100_20150317_005414	Tell the wandering soul's sister about her brother's death
QUEST_LV_0100_20150317_005415	Talk to technician Orion
QUEST_LV_0100_20150317_005416	Technician Orion needs help. Talk to him.
QUEST_LV_0100_20150317_005417	Install trap and hide behind tree
QUEST_LV_0100_20150317_005418	Orion wants to lure the monsters by using bait. What is this bait made of? Place the bait along the road to Geltonas Plateau and hide behind a tree to watch.
QUEST_LV_0100_20150317_005419	Hide ans watch
QUEST_LV_0100_20150317_005420	Placed the bait. Hide behind the tree and watch which monster shows up.
QUEST_LV_0100_20150317_005421	Hide behind tree
QUEST_LV_0100_20150317_005422	Kill the lured Revinepeded
QUEST_LV_0100_20150317_005423	It is the monster that the memo mentioned. Defeat the Revinepede and get treasure!
QUEST_LV_0100_20150317_005424	Talk to Orion
QUEST_LV_0100_20150317_005425	Defeated Revinepede. Go back to Orion.
QUEST_LV_0100_20150317_005426	Defeat Revinepeded
QUEST_LV_0100_20150317_005427	Place the amulet of Hogma
QUEST_LV_0100_20150317_005428	Collected all amulets of Hogma. Place the amulet in the stone pillar on the south of Geltonas Plateau.
QUEST_LV_0100_20150317_005429	Place the amulet of Hogma on the stone pillar in Geltonas Plateau
QUEST_LV_0100_20150317_005430	Place the amulet on the stone pillar
QUEST_LV_0100_20150317_005431	Collected all amulets. Place the amulet in the stone pillar on the south of Geltonas Plateau.
QUEST_LV_0100_20150317_005432	Monsters suddenly attacked. Get rid of them all.
QUEST_LV_0100_20150317_005433	Talk to Archaeologist Fridka
QUEST_LV_0100_20150317_005434	Got a very old map from the stone pillars. Give it to Fridka. 
QUEST_LV_0100_20150317_005435	Kill the monsters
QUEST_LV_0100_20150317_005436	Looks like you broke the wooden seal for practice. Talk to the 高地戰士 導師.
QUEST_LV_0100_20150317_005437	Gather materials for repairing the wooden seal
QUEST_LV_0100_20150317_005438	
QUEST_LV_0100_20150317_005439	
QUEST_LV_0100_20150317_005440	
QUEST_LV_0100_20150317_005441	Get %s from Firent
QUEST_LV_0100_20150317_005442	Get %s from Red Panto 矛man
QUEST_LV_0100_20150317_005443	Talk to guard Hames
QUEST_LV_0100_20150317_005444	Hames is looking at your bag. Talk to him.
QUEST_LV_0100_20150317_005445	
QUEST_LV_0100_20150317_005446	
QUEST_LV_0100_20150317_005447	Talk to Hames
QUEST_LV_0100_20150317_005448	You've completed the amount you bet with Hames. Talk to him.
QUEST_LV_0100_20150317_005449	
QUEST_LV_0100_20150317_005450	Talk to grave manager Romas
QUEST_LV_0100_20150317_005451	Romas is looking at you with pity. Talk to him.
QUEST_LV_0100_20150317_005452	Pass the test of Romas
QUEST_LV_0100_20150317_005453	Romas says he had to bury a revelator once so do not be over confident. kill 15 monsters nearby within 2 分鐘 and prove taht you are not weak.
QUEST_LV_0100_20150317_005454	Killed 15 monsters in 2 分鐘. Talk to Romas.
QUEST_LV_0100_20150317_005455	Kill monsters within 2 分鐘
QUEST_LV_0100_20150317_005456	The 聖騎士 導師 has something to say. Talk to him.
QUEST_LV_0100_20150317_005457	Get rid of Field Boss Chapparition
QUEST_LV_0100_20150317_005458	The 聖騎士 導師 says there is a monster slaying people. Find and defeat the spooky chapparition in 信仰聖堂. 
QUEST_LV_0100_20150317_005459	信仰聖堂
QUEST_LV_0100_20150317_005460	Defeated the Chapparition. Report to the 聖騎士 導師. 
QUEST_LV_0100_20150317_005461	Defeat spooky Chaparition
QUEST_LV_0100_20150317_005462	Talk to the resentful soul
QUEST_LV_0100_20150317_005463	There is a person you see for the first time， but if blurry. Talk to him.
QUEST_LV_0100_20150317_005464	Find the sister of resentful soul and give the necklace.
QUEST_LV_0100_20150317_005465	The resentful feels sorry to the sister who fought with him and left the house. Find the sister and give her the necklace.
QUEST_LV_0100_20150317_005466	Talk to the resentful soldier
QUEST_LV_0100_20150317_005467	There is an antsy soldier. Talk to him.
QUEST_LV_0100_20150317_005468	get rid of the monster in 破碎旗幟森林
QUEST_LV_0100_20150317_005469	Resentful soldier says he remembered his mission but he just can't go. Take his mission and kill the monsters for him.
QUEST_LV_0100_20150317_005470	Completed the resentful soldier's mission. Go back and report to thim.
QUEST_LV_0100_20150317_005471	Kill the monsters in 破碎旗幟森林
QUEST_LV_0100_20150317_005472	Talk to the messenger
QUEST_LV_0100_20150317_005473	A messenger suddenly appeared. Talk to him.
QUEST_LV_0100_20150317_005474	Deliver the letter to Ripper in 佩帝米安
QUEST_LV_0100_20150317_005475	You can't just call on the messenger anytime. As a sign of apology， deliver the letter to Officer Ripper in 佩帝米安.
QUEST_LV_0100_20150317_005476	Delivered the letter to Officer Ripper in 佩帝米安 and received money. Give money to the messenger. 
QUEST_LV_0100_20150317_005477	Mercenary Lint is staring at the food and looks pitiful. Talk to him.
QUEST_LV_0100_20150317_005478	Get some food to give mercenary Lint.
QUEST_LV_0100_20150317_005479	Lint wants the food you are preparing. Share the food with Lint. Doesn't matter if you cook it yourself or buy it.
QUEST_LV_0100_20150317_005480	Give food to Lint
QUEST_LV_0100_20150317_005481	Lint seems very satisfied. Talk to him again.
QUEST_LV_0100_20150317_005482	Get %s
QUEST_LV_0100_20150317_005483	Officer Liudas is looking carefully at your chick accessory. Talk to him.
QUEST_LV_0100_20150317_005484	
QUEST_LV_0100_20150317_005485	
QUEST_LV_0100_20150317_005486	
QUEST_LV_0100_20150317_005487	Talk to Historian Colin
QUEST_LV_0100_20150317_005488	Colin looks lonely. Talk to Colin.
QUEST_LV_0100_20150317_005489	Burn the oration
QUEST_LV_0100_20150317_005490	
QUEST_LV_0100_20150317_005491	Report to Colin
QUEST_LV_0100_20150317_005492	
QUEST_LV_0100_20150317_005493	Repair the wooden seal for practice
QUEST_LV_0100_20150317_005494	Gathered all materials needed for the repair. Go back to the 高地戰士 導師's practice area and repair the seal.
QUEST_LV_0100_20150317_005495	Gathered all materials needed for the repair. Go back to the 高地戰士 導師's Room and repair the seal.
QUEST_LV_0100_20150317_005496	Fixed the seal. Report to the 高地戰士 導師.
QUEST_LV_0100_20150317_005497	Go and talk to the Swordman 導師 in 克萊佩達
QUEST_LV_0100_20150317_005498	Listen to the explanation about Attributes
QUEST_LV_0100_20150317_005499	Learn the Attributes and talk to the Swordman 導師
QUEST_LV_0100_20150317_005500	Talk to the Wizard 導師
QUEST_LV_0100_20150317_005501	Talk to the Archer 導師
QUEST_LV_0100_20150317_005502	Talk to Young Magician Owyn
QUEST_LV_0100_20150317_005503	There is a young magician standing at the marked area of the map. He seems to need some help.
QUEST_LV_0100_20150317_005504	Defeat the Phyracon seizing Maze Tower
QUEST_LV_0100_20150317_005505	Owyn is trying to save the Maze Tower from the Demons. Get rid of the monsters nearby to help him. 
QUEST_LV_0100_20150317_005506	Report to Owyn
QUEST_LV_0100_20150317_005507	Done what Owyn requested. Go back to him.
QUEST_LV_0100_20150317_005508	Defeat the Phyracon seizing Maze Tower 1層
QUEST_LV_0100_20150317_005509	Owyn's Request
QUEST_LV_0100_20150317_005510	Owyn looks like he has another request. Talk to him.
QUEST_LV_0100_20150317_005511	Owyn is having a hard time getting rid of 幼龍. Kill the 幼龍 nearby for him.
QUEST_LV_0100_20150317_005512	Report to Owyn
QUEST_LV_0100_20150317_005513	You completed all of Owyn's requests. Go back to him.
QUEST_LV_0100_20150317_005514	Talk to Kodelior
QUEST_LV_0100_20150317_005515	Kodelier is busy in the middle of the Maze Tower. Talk to him.
QUEST_LV_0100_20150317_005516	Kill the monsters nearby and get black coal powder
QUEST_LV_0100_20150317_005517	Kodelier wants black coal powder. Kill the monsters nearby and get him the powder.
QUEST_LV_0100_20150317_005518	Give Black Coal powder to Kodelier
QUEST_LV_0100_20150317_005519	Gathered enough coal powder. Talk to Kodelier again.
QUEST_LV_0100_20150317_005520	Kill the monsters nearby and get %s
QUEST_LV_0100_20150317_005521	Kodelier is looking at the manual. Talk to him again.
QUEST_LV_0100_20150317_005522	Collect the undying embers
QUEST_LV_0100_20150317_005523	After looking at the manual， Kodelier is asking you to get the undying embers. Get it from the monsters nearby.
QUEST_LV_0100_20150317_005524	Give the undying ember to Kodelier
QUEST_LV_0100_20150317_005525	Collected the undying ember. Give it to Kodelier.
QUEST_LV_0100_20150317_005526	Obtained %s
QUEST_LV_0100_20150317_005527	Ask Kodelier about the unpleasant vibration that was felt a while ago
QUEST_LV_0100_20150317_005528	Check the bookshelf of reading room
QUEST_LV_0100_20150317_005529	Check the bookshelf in reading room to find out about the vibration felt in the reading room.
QUEST_LV_0100_20150317_005530	Report to Kodelier
QUEST_LV_0100_20150317_005531	Defeated the Ginklas that suddenly appeared. Report to Kodelier.
QUEST_LV_0100_20150317_005532	Talk to the Sealing Stone
QUEST_LV_0100_20150317_005533	There's a strange sound coming from the Grand Library. Talk to the Seal Stone.
QUEST_LV_0100_20150317_005534	Get rid of the Belegg and Blindlem
QUEST_LV_0100_20150317_005535	Seal stone says weird things like its soul is trapped and etc. It's hard to believe but kill the Blindlem and Beleggs like the book wants.
QUEST_LV_0100_20150317_005536	Talk to the Seal Stone
QUEST_LV_0100_20150317_005537	Defeated the Blindlem and Beleggs. Return to the Seal stone and release the trapped soul.
QUEST_LV_0100_20150317_005538	Kill the Blindlem
QUEST_LV_0100_20150317_005539	Kill the Belegg
QUEST_LV_0100_20150317_005540	Seal stone is in the forum. It seems like it needs help so talk to it. 
QUEST_LV_0100_20150317_005541	Kill the observer 傀儡
QUEST_LV_0100_20150317_005542	Seal stone asked you to kill the observer and free its soul. Do the stone a favor.
QUEST_LV_0100_20150317_005543	Killed the 傀儡. Talk to the Seal Stone.
QUEST_LV_0100_20150317_005544	Kill the observer 傀儡
QUEST_LV_0100_20150317_005545	Seal Stone seems to have another favor. Talk to the stone.
QUEST_LV_0100_20150317_005546	
QUEST_LV_0100_20150317_005547	
QUEST_LV_0100_20150317_005548	Talk to another seal stone
QUEST_LV_0100_20150317_005549	
QUEST_LV_0100_20150317_005550	The seal stone needs help. Talk to the stone.
QUEST_LV_0100_20150317_005551	Kill the monsters nearby and get piece of Holy Ark.
QUEST_LV_0100_20150317_005552	Seal stone says it need a Holy Ark to hold the soul. Get the pieces of Holy Ark from monsters nearby.
QUEST_LV_0100_20150317_005553	Return to the seal stone and release the soul.
QUEST_LV_0100_20150317_005554	There is a seal stone in the office. Talk to it. 
QUEST_LV_0100_20150317_005555	Kill the monsters nearby to release
QUEST_LV_0100_20150317_005556	The soul restraint on the seal stone wants to be free. Kill the Blindlem and Shaman dolls to free it.
QUEST_LV_0100_20150317_005557	Killed the Blindlem and Shaman doll. Return to the seal stone and free its soul.
QUEST_LV_0100_20150317_005558	Observer Blindlem
QUEST_LV_0100_20150317_005559	Observer Shaman doll
QUEST_LV_0100_20150317_005560	There is a seal stone in the 1st Library. Talk to it.
QUEST_LV_0100_20150317_005561	Kill the observer Infro Rocktor
QUEST_LV_0100_20150317_005562	Seal stone says it will do no harm and asks you to kill the observer. Kill the Infro Rocktor for the seal stone.
QUEST_LV_0100_20150317_005563	Report to the Seal Stone
QUEST_LV_0100_20150317_005564	Killed the Observer Infro Rocktor as the seal stone wanted. Return to the stone and talk to it.
QUEST_LV_0100_20150317_005565	Seal stone has more favors to ask. Talk to the stone.
QUEST_LV_0100_20150317_005566	Kill Fallenlem and get the voice of seal stone 
QUEST_LV_0100_20150317_005567	The Seal Stone wants you to get back its stolen voice. Gather the voices of seal stone held by Fallenlem.
QUEST_LV_0100_20150317_005568	Return and talk to the stone
QUEST_LV_0100_20150317_005569	Gathered all the voices. Go back and give it to the stone.
QUEST_LV_0100_20150317_005570	Kill Fallenlem and get %s
QUEST_LV_0100_20150317_005571	There is a seal stone in central control room. Go and talk to it.
QUEST_LV_0100_20150317_005572	Kill the monster that mocked the seal stone
QUEST_LV_0100_20150317_005573	The seal stone asked you to get rid of the evil spirits that mocked it. Get rid of the evil spirits foir the stone.
QUEST_LV_0100_20150317_005574	Got rid of the spirits that mocked the stone. Report to the stone.
QUEST_LV_0100_20150317_005575	Kill Fallenlem
QUEST_LV_0100_20150317_005576	Soul of the seal stone wants to be freed. Talk to it. 
QUEST_LV_0100_20150317_005577	Kill the monsters nearby and get Trap Crystal
QUEST_LV_0100_20150317_005578	The soul of seal stone wants to be freed. Gather Trap Crystal from the monsters nearby.
QUEST_LV_0100_20150317_005579	Collected all the crystals. Go back and report to the seal stone.
QUEST_LV_0100_20150317_005580	Find the suspicious table
QUEST_LV_0100_20150317_005581	There is a suspicious table in the office. Can you talk to it? 
QUEST_LV_0100_20150317_005582	Get rid of the 傀儡
QUEST_LV_0100_20150317_005583	傀儡 is aiming your back like the table said. Kill the 傀儡 first. 
QUEST_LV_0100_20150317_005584	Talk to the suspicous table
QUEST_LV_0100_20150317_005585	Seems like you got out of danger. Talk to the weird and polite table.
QUEST_LV_0100_20150317_005586	Get rid of the Gray 傀儡
QUEST_LV_0100_20150317_005587	Talk to transmuter Furry Ode
QUEST_LV_0100_20150317_005588	There is a lady wizard in the resting area. Talk to her. 
QUEST_LV_0100_20150317_005589	Kill the monsters nearby and get mutant whip
QUEST_LV_0100_20150317_005590	Furry Ode needs more mutant whips to get rid of the monsters effectively. Get the whip from monsters nearby.
QUEST_LV_0100_20150317_005591	Give the whip to Furry Ode
QUEST_LV_0100_20150317_005592	Collected all the whips needed. Give it to Furry Ode. 
QUEST_LV_0100_20150317_005593	Furry Ode seems to have more favors to ask. Talk to her again.
QUEST_LV_0100_20150317_005594	Kill the monsters and get the hardened crystal
QUEST_LV_0100_20150317_005595	Furry Ode says let's meet in Machinery room 1 and tells you to bring the hardened crystal when you meet her. Get the crystals from the monsters nearby.
