ITEM_20150317_000001	空_頭盔 
ITEM_20150717_005726	어떤 사람들은 록소나에 밀어닥친 재앙을 생각한다면, 이 장비들이 석화에 면역을 지닌 물건이었다면 좋았을 것이라고 말합니다. 비록 석화도시 록소나에는 안 된 일이지만, 다른 면에서 이 장비가 훌륭한다는 점은 분명합니다.
ITEM_20150717_005727	사람들은 잘 모르지만 이 장비가 이렇게 저가로 쉽게 구할 수 있는 것은 실은 라이마 여신의 오래된 예지와 계획에서 비롯된 일입니다. 
ITEM_20150717_005728	유코프스의 무엇이 이 목걸이에 능력을 부여하는지는 알려지지 않았습니다. 윈터스푼 가문에서는 아는 바가 있는 것 같지만 공개하지는 않고 있습니다.
ITEM_20150717_005729	The demon lord Mirtis said that before he used the Bubbes, Bubbes carried no equipment with magical power in them.
ITEM_20150717_005730	일종의 피뢰침 역할로 상대의 마력을 분산시키는 작용을 합니다.
ITEM_20150717_005731	전투에서는 작은 차이가 생사를 가릅니다. 이 목걸이가 품은 능력이 착용자를 구할 수도 있습니다.
ITEM_20150717_005732	왕국에서 오래전부터 사용된 전통적인 수호의 부적이며, 이같은 목걸이 형태가 많습니다. 심지어 왕국의 건국 이전부터 사용되어 왔다는 설에도 많은 동조자가 있습니다.  
ITEM_20150717_005733	예전에는 각 분야의 마법 마스터들이 일정 과정을 수료한 제자들에게 선물로 주곤 했답니다. 이 전통이 사라진 것은 아가일라 플러리 시대라고 하는데 왕국의 많은 마법 전통이 그녀에게서 시작한 것을 생각하면 모순적인 일입니다.
ITEM_20150717_005734	거의 천년의 역사를 지닌 클라페다는 수정의 산출지로 유명합니다. 완성품의 형태에서는 추측하기 어렵지만, 이 목걸이는 수정을 기반으로 제작된 클라페다의 특산품이 기원이라고 합니다.
ITEM_20150717_005735	마력을 담은 물품들 가운데 어떤 것은 여신의 권능이 아닌 순수한 마력을 담아 제조됩니다. 이 목걸이가 바로 그러한 물품의 대표적인 예에 속합니다.
ITEM_20150717_005736	룬문자는 인간들이 그 완벽한 실체를 알지 못하는 신비에 속합니다. 그렇다고 하더라도 그 신비의 일부를 능력으로 목걸이에 담는 일은 가능합니다.
ITEM_20150717_005737	여신의 은총이나 마력의 집중을 통해 특정한 금속이 더 강한 힘을 담을 수 있도록 단련하여 목걸이를 제조할 수 있습니다.
ITEM_20150717_005738	성직자로서 많은 후학들에게 도움을 주고자 했던 메이번이 만든 목걸이입니다. 시련과 시험을 넘어서 더 나은 신앙의 단계에 도달하는데 큰 도움이 됩니다.
ITEM_20150717_005739	보코르의 역사는 무척 오래 되었고 먼 고대의 지식들은 당대의 마스터가 아니면 아는 사람이 적습니다. 이 목걸이를 만들어낸 방식이나 이것을 착용하고 해야 할 의식이 무엇인지는 일반인들에게 알려져 있지 않습니다.
ITEM_20150717_005740	강력한 보코르가 사용할 경우 이 목걸이는 잊혀진 영혼을 강력한 존재의 방해 가운데도 불러낼 수 있다고 합니다. 다만 그러한 목적의 의식에 사용하지 않을 때도 착용자에게 도움이 되는 능력을 지니고 있습니다. 
ITEM_20150717_005741	목걸이가 지닌 외양을 따라 명명되었습니다. 이 모양으로 제조된 목걸이 가운데는 비밀 장소의 열쇠로 사용되는 것도 있다고는 합니다.
ITEM_20150717_005742	목걸이가 지닌 외양을 따라 명명되었습니다. 이 모양으로 제조된 목걸이 가운데는 비밀 장소의 열쇠로 사용되는 것도 있다고는 합니다. 다만 목걸이가 더 특별하다고 그 장소도 더 특별한 것은 아닐 수 있습니다.
ITEM_20150717_005743	초대 세이지 마스터가 최초로 만들었다는 전승이 내려옵니다. 
ITEM_20150717_005744	Long ago, when one magician's attempt to come back to the world as an Undead failed, only the magic remained in his bones. Other magicians used these bones to make the objects with magical power in them and this is one of their results
ITEM_20150717_005745	Misfortune is said to follow this necklace but that is not true. Focus on the strenth it give its wearer. 
ITEM_20150717_005746	케파는 몬스터로 변하기 전 작물로 재배되던 시절에도 체력 향상에 도움이 된다고 여겨졌습니다.
ITEM_20150717_005747	땅밑의 어둠 속에서 일하는 광부들의 필요성에 의해 만들어진 이래 다양한 직종의 사람들이 이 목걸이의 혜택을 받았습니다. 물론 가장 처음 만들어진 곳은 클라페다 지역입니다.
ITEM_20150717_005748	이 목걸이는 전주인의 최후 순간까지 같이 하며 주인을 지켰습니다. 새로운 주인은 최후가 아니라 언제나 목걸이의 수호력을 받을 수 있기를 바랍니다.
ITEM_20150717_005749	신수의 날 이후 새로 출현한 몬스터에게서 끌어낼 수 있는 많은 능력이 새로 알려지고 그에 맞춰 새로운 물품도 계속 제조되고 있습니다. 이것도 그러한 물품 가운데 하나입니다.
ITEM_20150717_005750	다툼을 즐기지 않으시는 제미나 여신의 성총이 담긴 물건입니다. 착용자에게 놀라운 보호력을 제공하지만, 공격 시에는 큰 단점을 보여줍니다.
ITEM_20150717_005751	Klaipeda has been known for its handicrafts. Fedimian handicrafts has evolved from using silver to other materials, but Klaipeda handicrafts has always been related to the use of crystals.
ITEM_20150717_005752	雖然看起來是由輕木材質做成的普通物品, 但是這個世界的樹木在特定情況下可不一般。
ITEM_20150717_005753	Vubbes using this equipment proves that a very strong existence is behind them. Some people think that it could be Mirtis. 
ITEM_20150717_005754	The people who've equipped it before said their Spirit goes up. As a result, it is true that their resistance to Magic increases.
ITEM_20150717_005755	여럿이 모여 하나의 효과를 냅니다. 공연히 분리하여 사용하려 하지 마십시오.
ITEM_20150717_005756	귀족가문의 양식이 신수의 날 이후 세상에 널리 알려지고 있습니다.
ITEM_20150717_005757	이 명칭이 붙은 물품들은 대삼림 지대에서 최초로 제조되거나 고안된 것들이 많습니다. 대삼림 지대의 피난처는 여러 상황에서 다양한 종류의 사람들이 모일 기회가 적지 않았습니다.
ITEM_20150717_005758	클라페다는 광업이 유명하지만 그 광업을 기반으로 하는 여러 생산품도 많이 제조됩니다.
ITEM_20150717_005759	협곡지대에는 실전된 기술이나 사라진 양식이 재발견되곤 합니다. 그러한 재발견은 이렇게 새로운 물품으로 재현됩니다.
ITEM_20150717_005760	이 팔찌에 마력을 담기 위해 많은 보석이 소비재로 사용됩니다.
ITEM_20150717_005761	표면의 무늬를 나타내기 위해 마력을 담은 은소재를 사용합니다. 
ITEM_20150717_005762	일반적으로 진주에는 마력을 담기 어렵기 때문에 이런 팔찌의 진주는 대개 장식용입니다. 다만 유라테 여신의 권능을 담거나 은총이 깃든 진주라면 이야기는 전혀 다릅니다.
ITEM_20150717_005763	룬문자는 여신과 직접 소통해온 사제들도 아직 많은 부분을 알지 못합니다. 하지만 현재까지 알려진 것만으로도 많은 능력을 깃들게 할 수 있습니다.
ITEM_20150717_005764	이 팔찌의 기원은 리디아 샤펜과 그녀가 창단한 조직 샤펜스타까지 이어집니다. 다만 별의 탑에서는 단원이 아닌 사람도 이 팔찌를 사용하는 것에 제약을 두지는 않았습니다.
ITEM_20150717_005765	Goddess Jurate evicted demons living in the sea from her territory. As Merregina roams on land, its use as material is becoming known. 
ITEM_20150717_005766	강한 마족을 연구해 새로운 마법 장비를 만들어내는 일은 신수의 날 이후 더욱 중요한 일이 되었습니다.
ITEM_20150717_005767	이런 이름이 붙은 이유는 구하기 어렵지 않다는 때문이지 성능이 아래라는 뜻은 아닙니다.
ITEM_20150717_005768	약 90여년전 천년제를 즈음하여 왕국에서는 건국왕이신 자카리엘을 기념하는 여러 물품이 제조되었습니다. 당시에 대왕을 기념하여 만들어진 이러한 물건들은 신수의 날 탓에 당시보다 지금 더 그 필요성이 높아지고 있습니다.
ITEM_20150717_005769	Some avoid it for the source of its power but such thoughts are considered a luxury afte Medis Diena.
ITEM_20150717_005770	拉普瑟夫蘑菇
ITEM_20150717_005771	生長於拉普瑟夫身體上的蘑菇, 具有驚人的臭味, 可從拉普瑟夫處取得.
ITEM_20150717_005772	團隊任務報酬寶箱
ITEM_20150717_005773	右鍵打開獲得隨機獎勵.
ITEM_20150717_005774	將裝備放置於鐵砧上敲打使其提升性能, 可從雜貨商人處購入；點擊右鍵使用.
ITEM_20150717_005775	火焰領主 卡片
ITEM_20150717_005776	非常堅固, 需要用特殊工具進行加工。可從拉姆熊處取得.
ITEM_20150717_005777	泰拉蛹裝飾
ITEM_20150717_005778	泰拉蛹裝飾 
ITEM_20150717_005779	베요 부츠끈
ITEM_20150717_005780	하루갈 뼈
ITEM_20150717_005781	엘마 머리카락
ITEM_20150717_005782	호헨 가죽
ITEM_20150717_005783	하루갈 가죽
ITEM_20150717_005784	米諾斯之骨
ITEM_20150717_005785	大型鏈條
ITEM_20150717_005786	看起來很難切斷的鏈條. 可從스타울리트取得.
ITEM_20150717_005787	哥布林護符
ITEM_20150717_005788	無法得知哥布林對這個護符灌注了何種意義, 然而唯一可知的是這個護符並沒有什麼卵用.
ITEM_20150717_005789	땅을 파는데에 적합한 형태를 가지고 있습니다.
ITEM_20150717_005790	紅寶石
ITEM_20150717_005791	閃著紅光的珍貴寶石.
ITEM_20150717_005792	被推斷為클라페다 雜貨商人的父親的部分衣服, 可以看出衣服上用了高質量的刺繡.
ITEM_20150717_005793	拉姆熊的爪
ITEM_20150717_005794	在被石化的都市 貝爾克提的廣場出沒的拉姆熊的爪子
ITEM_20150717_005795	止咳藥
ITEM_20150717_005796	帕爾留斯生前製作完成的抗魔印章, 可以弱化魔族的力量.
ITEM_20150717_005797	Velheider 兌換券
ITEM_20150717_005798	在促銷店裡可以兌換Velheider.
ITEM_20150717_005799	張 交換券
ITEM_20150717_005800	在促銷店裡可以交換 張.
ITEM_20150717_005801	石化檢測機的驅動核心
ITEM_20150717_005802	크리오맨서 코스타스託付的石化檢測機驅動核心, 已故障.
ITEM_20150717_005803	古老的油瓶
ITEM_20150717_005804	王陵的譯者（占卜師？）的宿舍中點燈用, 裡面有油.
ITEM_20150717_005805	檢測機零件
ITEM_20150717_005806	石化檢測機的零件.
ITEM_20150717_005807	細繩
ITEM_20150717_005808	將零件牢牢固定住的細繩.
ITEM_20150717_005809	毒草
ITEM_20150717_005810	能讓所有生命都走一次鬼門關的毒草.
ITEM_20150717_005811	終端核心
ITEM_20150717_005812	靈魂集中裝置中作為終端的核心.
ITEM_20150717_005813	쉬트리가일라給予的火藥粉.
ITEM_20150717_005814	石化物的粉末
ITEM_20150717_005815	從石化物體上刮下來的粉末.
ITEM_20150717_005816	石化怪物的固體晶核
ITEM_20150717_005817	從被石化的怪物處取得的固體晶核.
ITEM_20150717_005818	用靈魂集中裝置核心做成的精髓, 將靈魂集中裝置破壞後以其作為材料做成寶石, 寶石生成後, 收集其他材料製作雷管.
ITEM_20150717_005819	雷管
ITEM_20150717_005820	增幅魔法寶石超載用雷管.
ITEM_20150717_005821	쉬트리가일라的寶石
ITEM_20150717_005822	用靈魂集中裝置終端核心做成的靈魂精髓與雷管一起做成的魔法寶石, 將這個寶石用在靈魂集中裝置上的話, 會引起靈魂過載使得裝置被破壞.
ITEM_20150717_005823	루클리스 部隊的印章
ITEM_20150717_005824	루클리스 羊皮紙
ITEM_20150717_005825	王國警衛兵的長矛
ITEM_20150717_005826	王國警衛兵使用的長矛
ITEM_20150717_005827	王國警衛兵的長刀
ITEM_20150717_005828	王國警衛兵穿過的防具
ITEM_20150717_005829	炸彈
ITEM_20150717_005830	為了守護駐地而製作的防止怪物襲擊用炸彈
ITEM_20150729_005831	신수의 날 초기에는 인기가 없었으나 몬스터 가운데 강한 방어력을 지닌 것들이 발견됨에 따라 재평가되고 있습니다.
ITEM_20150729_005832	신수의 날 이후 실전에서도 많이 쓰이지만, 그전에는 장식과 수집용 검의 성격이 짙었습니다.
ITEM_20150729_005833	윈터스푼 가문은 신수의 날이라는 초유의 사태를 맞아 모든 알케미스트에게 이검의 제조법을 공개했습니다.
ITEM_20150729_005834	나무 베는 도끼라고 비하하는 사람도 있지만, 사용자들은 이 검이 없었다면 신수의 날에 더 엄청난 피해를 가져왔을 것이라고 말합니다.
ITEM_20150729_005835	Used to be given to magicians who enlisted to the army. There is an abundant supply after Medis Diena. 
ITEM_20150729_005836	마법사들은 신수의 날 이후 출현한 몬스터에게서 새로운 사실들을 발견해 이용하곤 합니다.
ITEM_20150729_005837	신수의 날 이후 늘어난 마족 탓에 이 로드의 수요가 커져 원래 고가인 가격이 더 높아졌습니다.
ITEM_20150729_005838	예전부터 이 활은 사냥꾼들이 애용하던 활이었며, 신수의 날 이후 쓸모가 더 많아졌습니다.
